id,fasta
screening_000001|HA4A,filtered_candidates.fasta
screening_000369|TA35I,filtered_candidates.fasta
screening_000370|TA35K,filtered_candidates.fasta
screening_000372|TA35M,filtered_candidates.fasta
screening_000373|TA35N,filtered_candidates.fasta
screening_000375|TA35Q,filtered_candidates.fasta
screening_000376|TA35R,filtered_candidates.fasta
screening_000377|TA35S,filtered_candidates.fasta
screening_000378|TA35V,filtered_candidates.fasta
screening_000383|NA62D,filtered_candidates.fasta
screening_000400|AA65C,filtered_candidates.fasta
screening_000404|AA65G,filtered_candidates.fasta
screening_000410|AA65N,filtered_candidates.fasta
screening_000414|AA65S,filtered_candidates.fasta
screening_000415|AA65T,filtered_candidates.fasta
screening_000419|NA67A,filtered_candidates.fasta
screening_000420|NA67C,filtered_candidates.fasta
screening_000421|NA67D,filtered_candidates.fasta
screening_000422|NA67E,filtered_candidates.fasta
screening_000431|NA67Q,filtered_candidates.fasta
screening_000433|NA67S,filtered_candidates.fasta
screening_000434|NA67T,filtered_candidates.fasta
screening_000438|IA91A,filtered_candidates.fasta
screening_000444|IA91H,filtered_candidates.fasta
screening_000445|IA91K,filtered_candidates.fasta
screening_000451|IA91R,filtered_candidates.fasta
screening_000452|IA91S,filtered_candidates.fasta
screening_000457|QA92A,filtered_candidates.fasta
screening_000458|QA92C,filtered_candidates.fasta
screening_000459|QA92D,filtered_candidates.fasta
screening_000460|QA92E,filtered_candidates.fasta
screening_000462|QA92G,filtered_candidates.fasta
screening_000465|QA92K,filtered_candidates.fasta
screening_000466|QA92L,filtered_candidates.fasta
screening_000467|QA92M,filtered_candidates.fasta
screening_000468|QA92N,filtered_candidates.fasta
screening_000470|QA92R,filtered_candidates.fasta
screening_000471|QA92S,filtered_candidates.fasta
screening_000472|QA92T,filtered_candidates.fasta
screening_000495|HA94A,filtered_candidates.fasta
screening_000496|HA94C,filtered_candidates.fasta
screening_000497|HA94D,filtered_candidates.fasta
screening_000498|HA94E,filtered_candidates.fasta
screening_000500|HA94G,filtered_candidates.fasta
screening_000502|HA94K,filtered_candidates.fasta
screening_000503|HA94L,filtered_candidates.fasta
screening_000504|HA94M,filtered_candidates.fasta
screening_000505|HA94N,filtered_candidates.fasta
screening_000507|HA94Q,filtered_candidates.fasta
screening_000508|HA94R,filtered_candidates.fasta
screening_000509|HA94S,filtered_candidates.fasta
screening_000510|HA94T,filtered_candidates.fasta
screening_000533|HA96A,filtered_candidates.fasta
screening_000534|HA96C,filtered_candidates.fasta
screening_000538|HA96G,filtered_candidates.fasta
screening_000543|HA96N,filtered_candidates.fasta
screening_000547|HA96S,filtered_candidates.fasta
screening_000548|HA96T,filtered_candidates.fasta
screening_000552|EA106A,filtered_candidates.fasta
screening_000553|EA106C,filtered_candidates.fasta
screening_000554|EA106D,filtered_candidates.fasta
screening_000556|EA106G,filtered_candidates.fasta
screening_000562|EA106N,filtered_candidates.fasta
screening_000566|EA106S,filtered_candidates.fasta
screening_000567|EA106T,filtered_candidates.fasta
screening_000571|HA107A,filtered_candidates.fasta
screening_000581|HA107N,filtered_candidates.fasta
screening_000590|TA108A,filtered_candidates.fasta
screening_000591|TA108C,filtered_candidates.fasta
screening_000593|TA108E,filtered_candidates.fasta
screening_000595|TA108G,filtered_candidates.fasta
screening_000599|TA108L,filtered_candidates.fasta
screening_000601|TA108N,filtered_candidates.fasta
screening_000603|TA108Q,filtered_candidates.fasta
screening_000604|TA108R,filtered_candidates.fasta
screening_000605|TA108S,filtered_candidates.fasta
screening_000638|DA110N,filtered_candidates.fasta
screening_000647|KA112A,filtered_candidates.fasta
screening_000648|KA112C,filtered_candidates.fasta
screening_000649|KA112D,filtered_candidates.fasta
screening_000650|KA112E,filtered_candidates.fasta
screening_000651|KA112F,filtered_candidates.fasta
screening_000652|KA112G,filtered_candidates.fasta
screening_000653|KA112H,filtered_candidates.fasta
screening_000654|KA112I,filtered_candidates.fasta
screening_000655|KA112L,filtered_candidates.fasta
screening_000656|KA112M,filtered_candidates.fasta
screening_000657|KA112N,filtered_candidates.fasta
screening_000659|KA112Q,filtered_candidates.fasta
screening_000660|KA112R,filtered_candidates.fasta
screening_000661|KA112S,filtered_candidates.fasta
screening_000662|KA112T,filtered_candidates.fasta
screening_000663|KA112V,filtered_candidates.fasta
screening_000664|KA112W,filtered_candidates.fasta
screening_000665|KA112Y,filtered_candidates.fasta
screening_000691|EA117I,filtered_candidates.fasta
screening_000697|EA117Q,filtered_candidates.fasta
screening_000701|EA117V,filtered_candidates.fasta
screening_000723|HA119A,filtered_candidates.fasta
screening_000724|HA119C,filtered_candidates.fasta
screening_000735|HA119Q,filtered_candidates.fasta
screening_000742|LA120A,filtered_candidates.fasta
screening_000743|LA120C,filtered_candidates.fasta
screening_000744|LA120D,filtered_candidates.fasta
screening_000745|LA120E,filtered_candidates.fasta
screening_000747|LA120G,filtered_candidates.fasta
screening_000751|LA120M,filtered_candidates.fasta
screening_000752|LA120N,filtered_candidates.fasta
screening_000754|LA120Q,filtered_candidates.fasta
screening_000756|LA120S,filtered_candidates.fasta
screening_000817|FA131Y,filtered_candidates.fasta
screening_000825|VA135I,filtered_candidates.fasta
screening_000834|VA135T,filtered_candidates.fasta
screening_000870|AA142S,filtered_candidates.fasta
screening_000932|KA149A,filtered_candidates.fasta
screening_000933|KA149C,filtered_candidates.fasta
screening_000934|KA149D,filtered_candidates.fasta
screening_000935|KA149E,filtered_candidates.fasta
screening_000937|KA149G,filtered_candidates.fasta
screening_000938|KA149H,filtered_candidates.fasta
screening_000939|KA149I,filtered_candidates.fasta
screening_000941|KA149M,filtered_candidates.fasta
screening_000942|KA149N,filtered_candidates.fasta
screening_000944|KA149Q,filtered_candidates.fasta
screening_000945|KA149R,filtered_candidates.fasta
screening_000946|KA149S,filtered_candidates.fasta
screening_000970|EA187A,filtered_candidates.fasta
screening_000971|EA187C,filtered_candidates.fasta
screening_000972|EA187D,filtered_candidates.fasta
screening_000973|EA187F,filtered_candidates.fasta
screening_000974|EA187G,filtered_candidates.fasta
screening_000975|EA187H,filtered_candidates.fasta
screening_000976|EA187I,filtered_candidates.fasta
screening_000977|EA187K,filtered_candidates.fasta
screening_000978|EA187L,filtered_candidates.fasta
screening_000979|EA187M,filtered_candidates.fasta
screening_000980|EA187N,filtered_candidates.fasta
screening_000982|EA187Q,filtered_candidates.fasta
screening_000983|EA187R,filtered_candidates.fasta
screening_000984|EA187S,filtered_candidates.fasta
screening_000985|EA187T,filtered_candidates.fasta
screening_000986|EA187V,filtered_candidates.fasta
screening_000987|EA187W,filtered_candidates.fasta
screening_000988|EA187Y,filtered_candidates.fasta
screening_000989|SA188A,filtered_candidates.fasta
screening_000990|SA188C,filtered_candidates.fasta
screening_000992|SA188E,filtered_candidates.fasta
screening_000995|SA188H,filtered_candidates.fasta
screening_000997|SA188K,filtered_candidates.fasta
screening_000998|SA188L,filtered_candidates.fasta
screening_000999|SA188M,filtered_candidates.fasta
screening_001000|SA188N,filtered_candidates.fasta
screening_001002|SA188Q,filtered_candidates.fasta
screening_001003|SA188R,filtered_candidates.fasta
screening_001004|SA188T,filtered_candidates.fasta
screening_001065|SA197A,filtered_candidates.fasta
screening_001103|TA199A,filtered_candidates.fasta
screening_001104|TA199C,filtered_candidates.fasta
screening_001108|TA199G,filtered_candidates.fasta
screening_001115|TA199P,filtered_candidates.fasta
screening_001118|TA199S,filtered_candidates.fasta
screening_001122|TA200A,filtered_candidates.fasta
screening_001125|TA200E,filtered_candidates.fasta
screening_001129|TA200I,filtered_candidates.fasta
screening_001130|TA200K,filtered_candidates.fasta
screening_001132|TA200M,filtered_candidates.fasta
screening_001135|TA200Q,filtered_candidates.fasta
screening_001136|TA200R,filtered_candidates.fasta
screening_001137|TA200S,filtered_candidates.fasta
screening_001138|TA200V,filtered_candidates.fasta
screening_001160|PA202A,filtered_candidates.fasta
screening_001174|PA202S,filtered_candidates.fasta
screening_001198|LA204A,filtered_candidates.fasta
screening_001217|CA206A,filtered_candidates.fasta
screening_001281|VA211I,filtered_candidates.fasta
screening_001312|KA213A,filtered_candidates.fasta
screening_001343|EA214Q,filtered_candidates.fasta
screening_001350|PA215A,filtered_candidates.fasta
screening_001352|PA215D,filtered_candidates.fasta
screening_001353|PA215E,filtered_candidates.fasta
screening_001355|PA215G,filtered_candidates.fasta
screening_001360|PA215M,filtered_candidates.fasta
screening_001361|PA215N,filtered_candidates.fasta
screening_001362|PA215Q,filtered_candidates.fasta
screening_001364|PA215S,filtered_candidates.fasta
screening_001385|IA216V,filtered_candidates.fasta
